resolved_date,issue_id,resolution,description,priority,assignee,assignee_username,created_date,summary,status,mapped_type,type
2013-07-25T15:39:29.000+0000,DERBY-6298,Fixed,"Cf syntax description in ref/rrefsqlj16095.html:

Column-level-constraint

{
    NOT NULL |
    [ [CONSTRAINT constraint-Name]
    {
        CHECK (searchCondition) |
        {
            PRIMARY KEY |
            UNIQUE |
            REFERENCES clause
        } 
    }
}

but actually this works:

create table t(i int constraint foo not null); The curly braces around primary, unique and references are redundant as well.
",Major,Camilla Haase,,2013-07-19T11:37:22.000+0000,"Documentation implies column NOT NULL constraint cannot be named, but it can be.",Closed,bug,Bug
2014-06-30T16:34:29.000+0000,DERBY-6625,Fixed,"When I try to run tests on Java SE 8 compact profile 2 with head of trunk, I see lots of permission related errors. If I add the flag -Djava.security.policy=<NONE> to disable the security manager, the errors seem to go away.

For example, if I try to run lang.XMLBindingTest, I see this error:

{noformat}
1) XMLBindingTestjava.sql.SQLException: Java exception: 'access denied (""java.util.PropertyPermission"" ""user.dir"" ""read""): java.security.AccessControlException'.
	at org.apache.derby.impl.jdbc.SQLExceptionFactory.getSQLException(SQLExceptionFactory.java:107)
	at org.apache.derby.impl.jdbc.SQLExceptionFactory.getSQLException(SQLExceptionFactory.java:133)
	at org.apache.derby.impl.jdbc.Util.seeNextException(Util.java:255)
	at org.apache.derby.impl.jdbc.Util.javaException(Util.java:277)
	at org.apache.derby.impl.jdbc.TransactionResourceImpl.wrapInSQLException(TransactionResourceImpl.java:437)
	at org.apache.derby.impl.jdbc.TransactionResourceImpl.handleException(TransactionResourceImpl.java:353)
	at org.apache.derby.impl.jdbc.EmbedConnection.handleException(EmbedConnection.java:2396)
	at org.apache.derby.impl.jdbc.EmbedConnection.<init>(EmbedConnection.java:660)
	at org.apache.derby.jdbc.InternalDriver.getNewEmbedConnection(InternalDriver.java:647)
	at org.apache.derby.jdbc.InternalDriver.connect(InternalDriver.java:301)
	at org.apache.derby.jdbc.InternalDriver.connect(InternalDriver.java:932)
	at org.apache.derby.jdbc.AutoloadedDriver.connect(AutoloadedDriver.java:147)
	at java.sql.DriverManager.getConnection(Unknown Source)
	at java.sql.DriverManager.getConnection(Unknown Source)
	at org.apache.derbyTesting.junit.DriverManagerConnector.openConnection(DriverManagerConnector.java:101)
	at org.apache.derbyTesting.junit.DriverManagerConnector.openConnection(DriverManagerConnector.java:68)
	at org.apache.derbyTesting.junit.DriverManagerConnector.openConnection(DriverManagerConnector.java:44)
	at org.apache.derbyTesting.junit.TestConfiguration.openDefaultConnection(TestConfiguration.java:1680)
	at org.apache.derbyTesting.junit.BaseJDBCTestSetup.getConnection(BaseJDBCTestSetup.java:72)
	at org.apache.derbyTesting.functionTests.tests.lang.XMLBindingTest$XBindTestSetup.setUp(XMLBindingTest.java:293)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:20)
	at junit.extensions.TestSetup.run(TestSetup.java:25)
	at org.apache.derbyTesting.junit.BaseTestSetup.run(BaseTestSetup.java:57)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:24)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:21)
	at junit.extensions.TestSetup.run(TestSetup.java:25)
	at junit.extensions.TestDecorator.basicRun(TestDecorator.java:24)
	at junit.extensions.TestSetup$1.protect(TestSetup.java:21)
	at junit.extensions.TestSetup.run(TestSetup.java:25)
Caused by: ERROR XJ001: Java exception: 'access denied (""java.util.PropertyPermission"" ""user.dir"" ""read""): java.security.AccessControlException'.
	at org.apache.derby.iapi.error.StandardException.newException(StandardException.java:290)
	at org.apache.derby.impl.jdbc.SQLExceptionFactory.wrapArgsForTransportAcrossDRDA(SQLExceptionFactory.java:162)
	at org.apache.derby.impl.jdbc.SQLExceptionFactory.getSQLException(SQLExceptionFactory.java:74)
	... 36 more
Caused by: java.security.AccessControlException: access denied (""java.util.PropertyPermission"" ""user.dir"" ""read"")
	at java.security.AccessControlContext.checkPermission(Unknown Source)
	at java.security.AccessController.checkPermission(Unknown Source)
	at java.lang.SecurityManager.checkPermission(Unknown Source)
	at java.lang.SecurityManager.checkPropertyAccess(Unknown Source)
	at java.lang.System.getProperty(Unknown Source)
	at java.io.UnixFileSystem.resolve(Unknown Source)
	at java.io.File.getCanonicalPath(Unknown Source)
	at org.apache.derby.impl.io.DirStorageFactory.doInit(DirStorageFactory.java:190)
	at org.apache.derby.impl.io.BaseStorageFactory.init(BaseStorageFactory.java:88)
	at org.apache.derby.impl.io.DirStorageFactory.init(DirStorageFactory.java:39)
	at org.apache.derby.impl.services.monitor.StorageFactoryService.privGetStorageFactoryInstance(StorageFactoryService.java:215)
	at org.apache.derby.impl.services.monitor.StorageFactoryService.access$400(StorageFactoryService.java:71)
	at org.apache.derby.impl.services.monitor.StorageFactoryService$12.run(StorageFactoryService.java:958)
	at org.apache.derby.impl.services.monitor.StorageFactoryService$12.run(StorageFactoryService.java:954)
	at java.security.AccessController.doPrivileged(Native Method)
	at org.apache.derby.impl.services.monitor.StorageFactoryService.getCanonicalServiceName(StorageFactoryService.java:952)
	at org.apache.derby.impl.services.monitor.BaseMonitor.findProviderAndStartService(BaseMonitor.java:1504)
	at org.apache.derby.impl.services.monitor.BaseMonitor.startPersistentService(BaseMonitor.java:963)
	at org.apache.derby.iapi.services.monitor.Monitor.startPersistentService(Monitor.java:546)
	at org.apache.derby.impl.jdbc.EmbedConnection.bootDatabase(EmbedConnection.java:2802)
	at org.apache.derby.impl.jdbc.EmbedConnection.<init>(EmbedConnection.java:405)
	... 29 more
{noformat}",Major,Richard N. Hillegas,,2014-06-19T11:39:01.000+0000,Many permission related test failures on Java 8 compact2,Closed,bug,Bug
2012-11-11T22:55:23.000+0000,DERBY-5972,Fixed,"The grammar doesn't accept the OR operator without parentheses in some constructs.

For example, in a select list:

ij> create table t(b1 boolean, b2 boolean);
0 rows inserted/updated/deleted
ij> select b1 or b2 from t;
ERROR 42X01: Syntax error: Encountered ""or"" at line 1, column 11. (errorCode = 30000)
Issue the 'help' command for general information on IJ command syntax.
Any unrecognized commands are treated as potential SQL commands and executed directly.
Consult your DBMS server reference documentation for details of the SQL syntax supported by your server.

However, it does not fail if OR is replaced by AND, or if parentheses are used around the OR expression:

ij> select (b1 or b2) from t;
1    
-----

0 rows selected
ij> select b1 and b2 from t;
1    
-----

0 rows selected

Similar behaviour is seen in VALUES statements:

ij> values true or false;
ERROR 42X01: Syntax error: Encountered ""or"" at line 1, column 13. (errorCode = 30000)
Issue the 'help' command for general information on IJ command syntax.
Any unrecognized commands are treated as potential SQL commands and executed directly.
Consult your DBMS server reference documentation for details of the SQL syntax supported by your server.
ij> values (true or false);
1    
-----
true 

1 row selected
ij> values true and false;
1    
-----
false

1 row selected",Major,Knut Anders Hatlen,,2012-10-31T12:25:49.000+0000,Grammar doesn't accept OR operator without parentheses,Closed,bug,Bug
2012-05-08T11:30:20.000+0000,DERBY-5730,Fixed,"DataDictionaryImpl contains a static field called SYSFUN_AD, which holds an array of AliasDescriptor objects for the functions in the SYSFUN schema. This array is lazily populated as the functions are called, and it is shared between all DataDictionaryImpl instances on the system.

The AliasDescriptors contain references to the DataDictionaryImpl that created them, so SYSFUN_AD may end up referencing indirectly to a number of different DataDictionaryImpl instances, depending on where the respective SYSFUN functions are called the first time. Once an AliasDescriptor has been added to SYSFUN_AD, it stays there until the DataDictionaryImpl class is unloaded (in most cases, until the JVM terminates). This means the array may hold references to DataDictionaryImpl instances that belong to database instances that have been shut down, and that the memory held by those database instances never becomes eligible for garbage collection.",Major,Knut Anders Hatlen,,2012-04-27T08:55:17.000+0000,DataDictionaryImpl leaks references to itself via SYSFUN_AD,Closed,bug,Bug
2012-05-10T17:31:49.000+0000,DERBY-5628,Fixed,"In the description of the DELETE statement in the reference manual, the syntax description gives this:
:
{
    DELETE FROM table-Name [[AS] correlation-Name]
        [WHERE clause] |
    DELETE FROM table-Name WHERE CURRENT OF
}

The last line is wrong. It should read 

DELETE FROM table-Name WHERE CURRENT OF clause. It is already a link to the clause.",Minor,Camilla Haase,,2012-02-24T01:28:15.000+0000,Wrong syntax description in DELETE statement doc,Closed,bug,Bug
2012-05-08T11:26:46.000+0000,DERBY-5736,Fixed,"If I run TriggerTest with the flags -server and -Xmx150M passed to the JVM, I fairly consistently see a NPE being thrown:

java.lang.NullPointerException
        at org.apache.derby.impl.sql.execute.GenericTriggerExecutor.executeSPS(GenericTriggerExecutor.java:221)
        at org.apache.derby.impl.sql.execute.RowTriggerExecutor.fireTrigger(RowTriggerExecutor.java:114)
        at org.apache.derby.impl.sql.execute.TriggerEventActivator.notifyEvent(TriggerEventActivator.java:281)
        at org.apache.derby.impl.sql.execute.UpdateResultSet.fireAfterTriggers(UpdateResultSet.java:818)
        at org.apache.derby.impl.sql.execute.UpdateResultSet.open(UpdateResultSet.java:280)
        at org.apache.derby.impl.sql.GenericPreparedStatement.executeStmt(GenericPreparedStatement.java:443)
        at org.apache.derby.impl.sql.GenericPreparedStatement.execute(GenericPreparedStatement.java:324)
        at org.apache.derby.impl.jdbc.EmbedStatement.executeStatement(EmbedStatement.java:1242)
        at org.apache.derby.impl.jdbc.EmbedPreparedStatement.executeStatement(EmbedPreparedStatement.java:1715)
        at org.apache.derby.impl.jdbc.EmbedPreparedStatement.execute(EmbedPreparedStatement.java:1370)
        at org.apache.derbyTesting.functionTests.tests.lang.TriggerTest.testBlobInTriggerTable(TriggerTest.java:880)
        at org.apache.derbyTesting.functionTests.tests.lang.TriggerTest.testBlobInTriggerTable(TriggerTest.java:779)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
        at java.lang.reflect.Method.invoke(Method.java:601)
        at junit.framework.TestCase.runTest(TestCase.java:164)
        at junit.framework.TestCase.runBare(TestCase.java:130)
        at org.apache.derbyTesting.junit.BaseTestCase.runBare(BaseTestCase.java:113)
        at junit.framework.TestResult$1.protect(TestResult.java:106)
        at junit.framework.TestResult.runProtected(TestResult.java:124)
        at junit.framework.TestResult.run(TestResult.java:109)
        at junit.framework.TestCase.run(TestCase.java:120)
        at junit.framework.TestSuite.runTest(TestSuite.java:230)
        at junit.framework.TestSuite.run(TestSuite.java:225)
        at junit.extensions.TestDecorator.basicRun(TestDecorator.java:24)
        at junit.extensions.TestSetup$1.protect(TestSetup.java:21)
        at junit.framework.TestResult.runProtected(TestResult.java:124)
        at junit.extensions.TestSetup.run(TestSetup.java:25)
        at org.apache.derbyTesting.junit.BaseTestSetup.run(BaseTestSetup.java:57)
        at junit.textui.TestRunner.doRun(TestRunner.java:121)
        at junit.textui.TestRunner.start(TestRunner.java:185)
        at junit.textui.TestRunner.main(TestRunner.java:143)

In derby.log, there is an OOME right before the NPE:

java.lang.OutOfMemoryError: Java heap space
        at org.apache.derby.impl.jdbc.LOBStreamControl.updateData(LOBStreamControl.java:154)
        at org.apache.derby.impl.jdbc.LOBStreamControl.write(LOBStreamControl.java:247)
        at org.apache.derby.impl.jdbc.LOBStreamControl.<init>(LOBStreamControl.java:89)
        at org.apache.derby.impl.jdbc.EmbedBlob.<init>(EmbedBlob.java:189)
        at org.apache.derby.impl.jdbc.EmbedResultSet.getBlob(EmbedResultSet.java:4072)
        at org.apache.derby.impl.jdbc.EmbedResultSet.getObject(EmbedResultSet.java:1704)
        at org.apache.derby.exe.ac56961bb1x0137x0d04x3d17x00005ffb0f6356.e0(Unknown Source)
        at org.apache.derby.impl.services.reflect.DirectCall.invoke(ReflectGeneratedClass.java:139)
        at org.apache.derby.impl.sql.execute.RowResultSet.getNextRowCore(RowResultSet.java:148)
        at org.apache.derby.impl.sql.execute.DMLWriteResultSet.getNextRowCore(DMLWriteResultSet.java:127)
        at org.apache.derby.impl.sql.execute.InsertResultSet.open(InsertResultSet.java:507)
        at org.apache.derby.impl.sql.GenericPreparedStatement.executeStmt(GenericPreparedStatement.java:443)
        at org.apache.derby.impl.sql.GenericPreparedStatement.executeSubStatement(GenericPreparedStatement.java:313)
        at org.apache.derby.impl.sql.execute.GenericTriggerExecutor.executeSPS(GenericTriggerExecutor.java:176)
        at org.apache.derby.impl.sql.execute.RowTriggerExecutor.fireTrigger(RowTriggerExecutor.java:114)
(...)

The code that fails with NPE, is this call to cleanupOnError() in a catch block in GenericTriggerExecutor.executeSPS():

				/* retrieve the current active SC */
				StatementContext sc = lcc.getStatementContext();
				
				/* make sure that the cleanup is on the new SC */
				if (active_sc != sc) 
				{
					sc.cleanupOnError(e);
				}",Major,Knut Anders Hatlen,,2012-05-02T10:22:42.000+0000,NullPointerException in GenericTriggerExecutor.executeSPS() caused by OutOfMemoryError,Closed,bug,Bug
2013-10-02T14:22:41.000+0000,DERBY-6353,Fixed,"The ""SQL Syntax"" topic in the Getting Started guide (http://db.apache.org/derby/docs/10.10/getstart/rgsdocs10012.html) does not describe the curly braces (""{ }"") as they are actually used in syntax statements, where they actually group required items, normally so choices can be separated by vertical bars (""|""). This should be corrected.

I also plan to adopt the suggestion made in DERBY-6121 that the topic be added to the Reference Manual, where syntax is most used. 

Does anything else in the topic need fixing? I am confused by the statement that the asterisk ""has a special meaning in some SQL statements."" What special meaning can it have other than marking repeatable items?",Minor,Camilla Haase,,2013-09-25T14:47:00.000+0000,"Update syntax description in Getting Started, use in Reference Manual too",Closed,bug,Bug
2013-11-15T10:43:29.000+0000,DERBY-6348,Fixed,"With 10.5.1.1 and newer, the following ij session fails with a NullPointerException (production jars) or an assert failure (debug jars):

ij version 10.10
ij> connect 'jdbc:derby:db;create=true';
ij> create table t(x int);
0 rows inserted/updated/deleted
ij> insert into t values 0;
1 row inserted/updated/deleted
ij> create trigger tr1 after update on t values 1;
0 rows inserted/updated/deleted
ij> create trigger tr2 after update on t for each row update t set x = x + 1 where x < 3;
0 rows inserted/updated/deleted
ij> update t set x = x + 1;
ERROR XJ001: Java exception: ': java.lang.NullPointerException'.

It does not fail on 10.4.2.0:

ij version 10.4
ij> connect 'jdbc:derby:db;create=true';
ij> create table t(x int);
0 rows inserted/updated/deleted
ij> insert into t values 0;
1 row inserted/updated/deleted
ij> create trigger tr1 after update on t values 1;
0 rows inserted/updated/deleted
ij> create trigger tr2 after update on t for each row update t set x = x + 1 where x < 3;
0 rows inserted/updated/deleted
ij> update t set x = x + 1;
1 row inserted/updated/deleted
ij> select * from t;
X          
-----------
3          

1 row selected",Major,Knut Anders Hatlen,,2013-09-18T12:16:49.000+0000,NPE or assert failure in recursive trigger,Closed,bug,Bug
2013-09-26T09:32:02.000+0000,DERBY-6351,Fixed,"If a reference to a transition table in a statement trigger has a correlation name, and that correlation name is equal to the name of the transition table, the CREATE TRIGGER statement fails with a syntax error.

To reproduce:

{noformat}
ij version 10.10
ij> connect 'jdbc:derby:db;create=true';
ij> create table t1(x int);
0 rows inserted/updated/deleted
ij> create table t2(x int);
0 rows inserted/updated/deleted
ij> create trigger tr1 after insert on t1 referencing new table as n insert into t2 select x from n as n;
ERROR 42X01: Syntax error: Encountered ""as"" at line 1, column 89.
Issue the 'help' command for general information on IJ command syntax.
Any unrecognized commands are treated as potential SQL commands and executed directly.
Consult your DBMS server reference documentation for details of the SQL syntax supported by your server.
{noformat}",Minor,Knut Anders Hatlen,,2013-09-24T10:13:22.000+0000,Syntax error on equal transition table name and correlation name in statement trigger,Closed,bug,Bug
2013-01-10T10:33:32.000+0000,DERBY-6030,Fixed,"When an ESCAPE clause contains multiple characters, but only a single collation element, they are accepted as long as it's not a literal:

ij> connect 'jdbc:derby:memory:nodb;create=true;territory=no;collation=TERRITORY_BASED';
ij> create table t(x varchar(20), y varchar(20), z varchar(20));
0 rows inserted/updated/deleted
ij> insert into t values ('abc', 'def', 'aa');
1 row inserted/updated/deleted
ij> select * from t where x like y escape z;
X                   |Y                   |Z                   
--------------------------------------------------------------

0 rows selected

If the same query is performed with a literal in the ESCAPE clause, the problem is detected and correctly reported:

ij> select * from t where x like y escape 'aa';
ERROR 22019: Invalid escape sequence, 'aa'. The escape string must be exactly one character. It cannot be a null or more than one character.",Major,Mamta A. Satoor,,2013-01-02T16:32:52.000+0000,Length of escape string in LIKE ... ESCAPE not properly checked with territory based collation,Closed,bug,Bug
2013-11-04T10:14:33.000+0000,DERBY-6396,Fixed,"We got a NullPointerException trying to start a Derby database in embedded mode; the stacktrace indicated it happened in org.apache.derby.impl.io.DirFile.deleteAll(); that method got called from org.apache.derby.impl.io.BaseStorageFactory.createTempDir().

After investigating, it appears that the deleteAll() method calls ""super.list()"", which according to the java.io.File specifications, can return null. But the deleteAll() method doesn't handle that case gracefully.",Major,Knut Anders Hatlen,,2013-10-29T00:42:40.000+0000,NullPointerException in DirFile,Closed,bug,Bug
2013-12-02T18:05:45.000+0000,DERBY-6380,Fixed,"DERBY-6350(Provide a rolling file implementation of derby.log) is adding a very useful feature to Derby. To test the feature, I ran the junit suite with rollingFile option as shown below
time java -Dderby.stream.error.style=rollingFile -Dderby.tests.trace=true junit.textui.TestRunner org.apache.derbyTesting.functionTests.suites.All > runall.out 2>&1
I noticed that even though we are running junit suite with the rollingFile, we still create derby.log(although it was empty) along with expected derby-0.log and so on. I had not expected to see the traditional derby.log when running with rollingFile. In addition, when a test failed, the failed directory had empty derby.log copied but the rolling log files did not get copied. The code changes to copy the rolling log files in case of failure probably need to go into org.apache.derbyTesting.junit.BaseTestCase:runBare() in the ""catch (Throwable running) {"" section. The log files are crucial to do any test failure debugging and hence should get copied in the failed directory.",Major,Myrna van Lunteren,,2013-10-16T18:01:29.000+0000,Rolling log files do not get copied in failed directory when a junit test fails,Closed,bug,Bug
2013-12-05T15:56:48.000+0000,DERBY-6362,Fixed,"DERBY-3944 fixed the problem with CHECK constraints invoking different routines depending on who performed the triggering INSERT or UPDATE statement.

The discussion leading up to DERBY-3944 can be found here: http://mail-archives.apache.org/mod_mbox/db-derby-dev/200811.mbox/%3C4919CD4A.5010408@sun.com%3E

Three alternatives are discussed in the thread:

A) The schema that holds the CHECK constraint?
B) The schema that holds the table?
C) The current schema when the CREATE TABLE statement was issued?

The conclusion in the thread was that option C was the correct one. However, what was implemented, was option B.

I cannot find any information in DERBY-3944 about why option B ended up being chosen, so I assume that it was unintended.

Here's an ij script that shows how the CHECK constraint tries to invoke the TO_HEX function in the schema of the target table (S2) instead of the schema that was the current schema at the time of CREATE TABLE:

ij version 10.10
ij> connect 'jdbc:derby:memory:db;create=true';
ij> create schema s1;
0 rows inserted/updated/deleted
ij> create schema s2;
0 rows inserted/updated/deleted
ij> create function s1.to_hex(i int) returns char(4) language java parameter style java external name 'java.lang.Integer.toHexString' no sql;
0 rows inserted/updated/deleted
ij> set schema s1;
0 rows inserted/updated/deleted
ij> create table s2.t(x int, constraint cc check(to_hex(x) <> '80'));
0 rows inserted/updated/deleted
ij> insert into s2.t values 1;
ERROR 42Y03: 'TO_HEX' is not recognized as a function or procedure. (errorCode = 30000)
ij> create function s2.to_hex(i int) returns char(4) language java parameter style java external name 'java.lang.Integer.toHexString' no sql;
0 rows inserted/updated/deleted
ij> insert into s2.t values 1;
1 row inserted/updated/deleted",Major,Knut Anders Hatlen,,2013-10-02T09:18:47.000+0000,CHECK constraint uses wrong schema for unqualified routine invocations,Closed,bug,Bug
2013-11-14T07:28:08.000+0000,DERBY-6383,Fixed,"I see this problem on 10.8 and higher. To reproduce, create a database with a trigger like this:

connect 'jdbc:derby:trigdb;create=true';
create table t1(x int, y int);
create table t2(x int, y int);
create trigger tr after update of x on t1 referencing old table as old insert into t2 select * from old;

Then run dblook on the database, and you'll see the following output:

-- ----------------------------------------------
-- DDL Statements for triggers
-- ----------------------------------------------

CREATE TRIGGER ""APP"".""TR"" AFTER UPDATE OF ""X"", ""Y"" ON ""APP"".""T1"" REFERENCING OLD_TABLE AS OLD FOR EACH STATEMENT insert into t2 select * from old;

Notice that the DDL creates an update trigger for columns X and Y, whereas the original trigger was defined on column X only.

I see the expected DDL on 10.7.1.1.",Major,Mamta A. Satoor,,2013-10-21T12:33:28.000+0000,Update trigger defined on one column fires on update of other columns,Closed,bug,Bug
2014-06-09T14:23:40.000+0000,DERBY-6597,Fixed,"DROP TABLE seems to cascade and drop any Lucene indexes defined on the table. However, there seems to be some traces of meta-data left, so that LUCENESUPPORT.LISTINDEXES thinks the index is still there, and fails with FileNotFoundException when trying to access the index:

{noformat}
ij version 10.11
ij> connect 'jdbc:derby:memory:db;create=true';
ij> create table t(x int primary key, c clob);
0 rows inserted/updated/deleted
ij> call syscs_util.syscs_register_tool('luceneSupport', true);
0 rows inserted/updated/deleted
ij> call lucenesupport.createindex('app', 't', 'c', null);
0 rows inserted/updated/deleted
ij> drop table t;
0 rows inserted/updated/deleted
ij> select * from table ( lucenesupport.listindexes() ) li;
SCHEMANAME                                                                                                                      |TABLENAME                                                                                                                       |COLUMNNAME                                                                                                                      |LASTUPDATED                  |LUCENEVERSION       |ANALYZER                                                                                                                        |ANALYZERMAKER                                                                                                                   
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
ERROR XJ001: Java exception: 'java.io.FileNotFoundException: /tmp/db/LUCENE/APP/T/C/derby-lucene.properties'.
ERROR XJ001: Java exception: '/tmp/db/LUCENE/APP/T/C/derby-lucene.properties: java.io.FileNotFoundException'.
{noformat}",Major,Richard N. Hillegas,,2014-06-03T15:03:38.000+0000,LUCENESUPPORT.LISTINDEXES() fails with FileNotFoundException,Closed,bug,Bug
2014-06-10T18:24:43.000+0000,DERBY-6594,Fixed,"The ""Listing indexes"" topic of the tools guide says two places that the schema is LUCENESCHEMA. It should be LUCENESUPPORT.

The example in the topic lacks an empty argument list in the table function call and fails with a syntax error because of it (after fixing the schema name). It should say:

{code:sql}
SELECT * FROM TABLE( LUCENESUPPORT.LISTINDEXES() ) T
{code}",Minor,Camilla Haase,,2014-06-02T13:08:02.000+0000,"Typos in ""Listing indexes"" topic of the tools guide",Closed,bug,Bug
2014-06-13T14:52:03.000+0000,DERBY-6605,Fixed,"The topic ""Derby support for SQL-92 features"" in the Reference Manual (http://db.apache.org/derby/docs/10.10/ref/rrefsql9241891.html) seems not to have been substantively updated since about 2007.

For one thing, the parenthesis ""(non-deferrable)"" needs to be removed from Table 8 (constraint support). Also, I think we've supported natural joins for some time. 

Could someone more knowledgeable than I am go through the items marked ""No"" and see if any more need updating? I think those two might be the only ones, but I am not quite sure.",Minor,Camilla Haase,,2014-06-06T13:40:30.000+0000,"""Derby support for SQL-92 features"" topic in Reference Manual needs updating",Closed,bug,Bug
2014-06-10T19:12:58.000+0000,DERBY-6598,Fixed,"It's been recommended that we should make the documentation of the SQLJ.INSTALL_JAR procedure (and SQLJ.REPLACE_JAR) state more explicitly that the privilege should only be granted to trusted users. For example:

""Since this procedure can be used to install arbitrary code that runs in the same Java Virtual Machine as the Derby database engine, the execution privilege should only be granted to trusted users.""

This needs to go into the Reference Manual topics on these procedures as well as other locations where they are discussed.",Major,Camilla Haase,,2014-06-03T15:18:04.000+0000,Document permissions recommendations for JAR procedures,Closed,bug,Bug
2014-06-09T17:02:07.000+0000,DERBY-6602,Fixed,"If there's an integer key column with a NULL value, the Lucene query will return a fake key value (0) rather than NULL. The document id and score will be correct. Example:

{noformat}
ij> create table t1(x int, c clob);
0 rows inserted/updated/deleted
ij> insert into t1 values (null, 'abc'), (null, 'def');
2 rows inserted/updated/deleted
ij> call lucenesupport.createindex('app', 't1', 'c', null, 'x');
0 rows inserted/updated/deleted
ij> select * from table(t1__c('abc or def', null, 3, null)) tc;
X          |DOCUMENTID |SCORE          
---------------------------------------
0          |0          |0.35355338     
0          |1          |0.35355338     

2 rows selected
{noformat}

If the key column is a string type, the returned key is correct (NULL). The document id is sometimes correct and sometimes NULL, and the score seems to be NULL always. Example:

{noformat}
ij> create table t2(x varchar(10), c clob);
0 rows inserted/updated/deleted
ij> insert into t2 values (null, 'abc'), (null, 'def');
2 rows inserted/updated/deleted
ij> call lucenesupport.createindex('app', 't2', 'c', null, 'x');
0 rows inserted/updated/deleted
ij> select * from table(t2__c('abc or def', null, 3, null)) tc;
X         |DOCUMENTID |SCORE          
--------------------------------------
NULL      |NULL       |NULL           
NULL      |1          |NULL           

2 rows selected
{noformat}",Major,Richard N. Hillegas,,2014-06-05T12:07:06.000+0000,LuceneQueryVTI handles NULL key values inconsistently,Closed,bug,Bug
2011-11-28T17:22:15.000+0000,DERBY-5514,Fixed,"When running SecureServerTest with jars instrumented with EMMA using the ant emma-all target, I see:

[junit] (net)derbynet.SecureServerTest.testServerStartup used 8475 ms junit.framework.TestListener: endTest(testServerStartup)
    [junit] START-SPAWNED:SpawnedNetworkServer ERROR OUTPUT:
    [junit] java.security.policy: error adding Entry:
    [junit] 	java.net.MalformedURLException: no protocol: /export/home/dag/java/sb/sb1/tools/java/emma.jar
    [junit] java.security.AccessControlException: access denied (java.io.FilePermission coverage.ec read)
    [junit] 	at java.security.AccessControlContext.checkPermission(AccessControlContext.java:374)
    [junit] 	at java.security.AccessController.checkPermission(AccessController.java:546)
    [junit] 	at java.lang.SecurityManager.checkPermission(SecurityManager.java:532)
    [junit] 	at java.lang.SecurityManager.checkRead(SecurityManager.java:871)
    [junit] 	at java.io.File.exists(File.java:731)
    [junit] 	at com.vladium.emma.data.DataFactory.persist(DataFactory.java:525)
    [junit] 	at com.vladium.emma.data.DataFactory.persist(DataFactory.java:86)
    [junit] 	at com.vladium.emma.rt.RTCoverageDataPersister.dumpCoverageData(RTCoverageDataPersister.java:54)
    [junit] 	at com.vladium.emma.rt.RTExitHook.run(RTExitHook.java:32)
    [junit] 	at java.lang.Thread.run(Thread.java:662)
    [junit] Exception in thread ""EMMA shutdown handler thread"" java.lang.RuntimeException: EMMA failed to dump coverage data: java.security.AccessControlException: access denied (java.io.FilePermission coverage.ec read)
    [junit] 	at com.vladium.emma.rt.RTCoverageDataPersister.dumpCoverageData(RTCoverageDataPersister.java:71)
    [junit] 	at com.vladium.emma.rt.RTExitHook.run(RTExitHook.java:32)
    [junit] 	at java.lang.Thread.run(Thread.java:662)
    [junit] END-SPAWNED  :SpawnedNetworkServer ERROR OUTPUT:

This is presumably because the test spawns a server which runs with the default server policy.

Another thing is that is seems dangerous to let the spawned process write to EMMA's ""coverage.ec"", since we don't know when the parent process will write to it. This behavior could be what's been causing our corrutions in the EMMA runs earlier. The missing permissions just highlight what's happening.

In this case the spawned process was started with this command line (I instrumented the code):

XXX server startup command = /usr/jdk/instances/jdk1.6.0/jre/bin/java -classpath /<my sandbox>/tools/java/emma.jar:/<my sandbox>/jars/sane/derbyTesting.jar:/<my sandbox>/jars/emma/lib/derbyclient.jar:/<my sandbox>/jars/emma/lib/derbynet.jar:/<my sandbox>/jars/emma/lib/derby.jar:/<my sandbox>/jars/emma/lib/derbytools.jar:/<my sandbox>/jars/emma/lib/derbyrun.jar:/<my sandbox>/tools/java/junit.jar:/usr/share/lib/ant/ant-launcher.jar:/usr/share/lib/ant/ant.jar:/usr/share/lib/ant/ant-junit.jar org.apache.derby.drda.NetworkServerControl start -h localhost -p 1527 

Possible approaches:
         run the spawned VMs with plain jars (downside: we won't get coverage for those)
         run the spawned with a special default policy file when we run with EMMA ++
         run the spawned VM with -noSecurityManager if with EMMA jars
",Major,Dag H. Wanvik,,2011-11-24T00:39:57.000+0000,SecureServerTest (and others) don't play nice with EMMA: AccessControlException,Closed,bug,Bug
